15 - Employment rate of persons aged 25-49 with a child under age 3 living in a household and with no children living in the household  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Employment rate of persons aged 25-49 with a child under age 3 living in a household and with no children living in the household  by sex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
