12 - Proportion of adult population owning land  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of adult population owning land  by sex,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
