country,year,all,women,men,value,indicator
Portugal,2013,45840,3333,42507,7.270942408376963,Police personnel
Serbia,2013,33889,4168,29721,12.298976068930921,Police personnel
Slovenia,2013,7212,1107,6105,15.349417637271214,Police personnel
Spain,2013,175917,18521,157396,10.52826048647942,Police personnel
Austria,2013,27783,4039,23744,14.5376669186193,Police personnel
Belgium,2013,38532,7745,30787,20.100176476694696,Police personnel
France,2013,185060,34992,150068,18.908462120393384,Police personnel
Germany,2013,245072,47111,197961,19.22333028660965,Police personnel
Liechtenstein,2013,85,8,77,9.411764705882353,Police personnel
Luxembourg,2013,1762,193,1569,10.953461975028377,Police personnel
Netherlands,2013,51598,15307,36291,29.66587852242335,Police personnel
Czechia,2014,39384,5937,33447,15.074649603900061,Police personnel
Hungary,2014,36887,8272,28615,22.425244666142543,Police personnel
Poland,2014,98861,14984,83877,15.156634061965791,Police personnel
Republic of Moldova,2014,11071,1495,9576,13.503748532201246,Police personnel
Romania,2014,52907,7370,45537,13.930103766987354,Police personnel
Russian Federation,2014,749173,148711,600462,19.850021290142596,Police personnel
Slovakia,2014,22454,3744,18710,16.67408924913156,Police personnel
Denmark,2014,10593,1478,9115,13.952610214292458,Police personnel
Estonia,2014,4089,1413,2676,34.55612619222304,Police personnel
Finland,2014,7666,1226,6440,15.992695016957997,Police personnel
Iceland,2014,622,74,548,11.897106109324758,Police personnel
Latvia,2014,9176,3231,5945,35.211421098517874,Police personnel
Lithuania,2014,9484,3276,6208,34.54238717840573,Police personnel
Norway,2014,8603,2297,6306,26.699988376147857,Police personnel
Sweden,2014,19466,6034,13432,30.997636905373472,Police personnel
United Kingdom (England and Wales),2014,127192,35956,91235,28.269295783506696,Police personnel
United Kingdom (Northern Ireland),2014,6841,1873,4968,27.379038152316912,Police personnel
United Kingdom (Scotland),2014,17244,4816,12429,27.92693534357785,Police personnel
Albania,2014,9625,1018,8607,10.576623376623377,Police personnel
Andorra,2014,228,24,204,10.526315789473685,Police personnel
Bosnia and Herzegovina,2014,15859,1151,14708,7.257708556655527,Police personnel
Croatia,2014,20562,3581,16981,17.415621048536135,Police personnel
Greece,2014,52205,6973,45232,13.356958145771477,Police personnel
Kosovo under UNSCR 1244,2014,7683,870,6813,11.323701679031629,Police personnel
Malta,2014,2155,398,1757,18.468677494199536,Police personnel
Montenegro,2014,4255,368,3887,8.64864864864865,Police personnel
North Macedonia,2014,9306,982,8324,10.552331828927574,Police personnel
Portugal,2014,46203,3395,42808,7.3480077051273724,Police personnel
Serbia,2014,44632,10120,34512,22.674314393260442,Police personnel
Slovenia,2014,8074,1989,6085,24.63462967550161,Police personnel
Spain,2014,172811,18501,154310,10.705915711384113,Police personnel
Austria,2014,27898,4380,23716,15.589407744874716,Police personnel
Belgium,2014,37867,7923,29944,20.923231309583542,Police personnel
France,2014,209683,37621,172062,17.941845547803112,Police personnel
Germany,2014,244640,48384,196256,19.777632439502945,Police personnel
Liechtenstein,2014,83,4,79,4.819277108433735,Police personnel
Luxembourg,2014,1780,208,1572,11.685393258426966,Police personnel
Netherlands,2014,60888,19248,41640,31.612140323216398,Police personnel
Bulgaria,2015,22465,4693,17772,20.89027375918095,Police personnel
Czechia,2015,39380,5937,33443,15.076180802437786,Police personnel
Hungary,2015,37241,8443,28798,22.671249429392336,Police personnel
Poland,2015,98892,15227,83665,15.397605468592,Police personnel
Romania,2015,52302,7347,44955,14.047263966961111,Police personnel
Russian Federation,2015,684104,112972,571132,16.513863389192288,Police personnel
Slovakia,2015,22294,3817,18477,17.12119852875213,Police personnel
Denmark,2015,10533,1520,9013,14.430836418874016,Police personnel
Estonia,2015,3916,1360,2556,34.72931562819203,Police personnel
Finland,2015,7691,1253,6438,16.29176960083214,Police personnel
Iceland,2015,654,95,559,14.525993883792049,Police personnel
Latvia,2015,9100,3236,5864,35.56043956043956,Police personnel
Lithuania,2015,8915,3220,5695,36.11890072910825,Police personnel
Sweden,2015,19903,6252,13651,31.412349897000453,Police personnel
United Kingdom (England and Wales),2015,124066,35497,88568,28.611614879297143,Police personnel
United Kingdom (Northern Ireland),2015,6827,1910,4917,27.97714955324447,Police personnel
United Kingdom (Scotland),2015,17295,4925,12370,28.476438276958657,Police personnel
Albania,2015,9743,945,8798,9.699271271682234,Police personnel
Andorra,2015,230,23,207,10.0,Police personnel
Bosnia and Herzegovina,2015,15445,1129,14316,7.309808999676271,Police personnel
Croatia,2015,20687,3645,17042,17.619761202687677,Police personnel
Greece,2015,52681,7068,45613,13.416601810899566,Police personnel
Italy,2015,273341,19489,258352,7.014443512656519,Police personnel
Kosovo under UNSCR 1244,2015,7879,885,6994,11.232389897195075,Police personnel
Malta,2015,2162,417,1745,19.287696577243292,Police personnel
Montenegro,2015,4015,375,3640,9.339975093399751,Police personnel
North Macedonia,2015,9673,1148,8525,11.868086426134601,Police personnel
Portugal,2015,46852,3500,43352,7.470332109621788,Police personnel
Serbia,2015,42426,9852,32574,23.22160939046811,Police personnel
Slovenia,2015,8171,2076,6095,25.40692693672745,Police personnel
Spain,2015,169821,18455,151366,10.86732500691905,Police personnel
Austria,2015,27957,4380,23577,15.666917051185749,Police personnel
Belgium,2015,37764,8154,29610,21.591992373689227,Police personnel
France,2015,214463,40811,173652,19.029389684934,Police personnel
Germany,2015,244961,49976,194985,20.401614950951377,Police personnel
Liechtenstein,2015,115,4,111,3.4782608695652173,Police personnel
Luxembourg,2015,1898,230,1668,12.118018967334036,Police personnel
Netherlands,2015,59474,18916,40558,31.805494838080506,Police personnel
Bulgaria,2016,30434,4320,26114,14.194650719589932,Police personnel
Czechia,2016,39942,6063,33879,15.179510289920385,Police personnel
Hungary,2016,38513,8697,29816,22.581985303663696,Police personnel
Poland,2016,99987,15590,84397,15.592026963505255,Police personnel
Romania,2016,47816,7830,39986,16.375271875522838,Police personnel
Russian Federation,2016,599314,115068,484246,19.199951945057183,Police personnel
Slovakia,2016,22020,3989,18031,18.115349682107176,Police personnel
Denmark,2016,10624,1586,9038,14.928463855421686,Police personnel
Estonia,2016,3929,1377,2552,35.04708577246119,Police personnel
Finland,2016,7538,1268,6270,16.82143804722738,Police personnel
Iceland,2016,642,101,545,15.634674922600619,Police personnel
Latvia,2016,8439,2992,5447,35.45443772958881,Police personnel
Lithuania,2016,8382,3172,5210,37.84299689811501,Police personnel
Sweden,2016,20025,6408,13617,32.0,Police personnel
United Kingdom (Northern Ireland),2016,6763,1919,4844,28.37498151707822,Police personnel
United Kingdom (Scotland),2016,17244,4991,12253,28.943400603108326,Police personnel
Albania,2016,10555,1489,9066,14.107058266224538,Police personnel
Bosnia and Herzegovina,2016,15289,1242,14047,8.123487474654981,Police personnel
Croatia,2016,20433,3633,16800,17.780061664953752,Police personnel
Greece,2016,52813,7142,45671,13.523185579308125,Police personnel
Italy,2016,274653,21555,253098,7.848084674116066,Police personnel
Kosovo under UNSCR 1244,2016,8914,1236,7678,13.865829032981827,Police personnel
Malta,2016,2194,427,1767,19.462169553327257,Police personnel
Montenegro,2016,3952,358,3594,9.058704453441296,Police personnel
North Macedonia,2016,9593,1195,8398,12.456999895757322,Police personnel
Portugal,2016,46688,3573,43115,7.652930089102124,Police personnel
Slovenia,2016,8218,2086,6132,25.38330494037479,Police personnel
Spain,2016,167847,18802,149045,11.201868368216292,Police personnel
Austria,2016,28916,4818,24098,16.662055609351224,Police personnel
Belgium,2016,37692,8368,29324,22.20099755916375,Police personnel
France,2016,217983,42657,175326,19.568957212259672,Police personnel
Germany,2016,244318,51599,192719,21.11960641459082,Police personnel
Luxembourg,2016,1938,242,1696,12.487100103199175,Police personnel
Netherlands,2016,59725,19247,40478,32.226035998325656,Police personnel
Bulgaria,2017,28299,3174,25125,11.215944026290682,Police personnel
Czechia,2017,40274,6205,34069,15.406962308188906,Police personnel
Hungary,2017,39813,9097,30716,22.849320573681965,Police personnel
Poland,2017,98771,15843,82928,16.040133237488735,Police personnel
Romania,2017,47643,8926,38717,18.735176206368198,Police personnel
Russian Federation,2017,599576,118716,480860,19.79999199434267,Police personnel
Slovakia,2017,22008,4010,17998,18.22064703744093,Police personnel
Denmark,2017,10823,1695,9128,15.661092118636237,Police personnel
Estonia,2017,3895,1371,2524,35.198973042362006,Police personnel
Finland,2017,7515,1336,6179,17.77777777777778,Police personnel
Iceland,2017,648,100,548,15.432098765432098,Police personnel
Latvia,2017,8304,3037,5267,36.572736030828516,Police personnel
Lithuania,2017,8231,3180,5051,38.63443081035111,Police personnel
Sweden,2017,19741,6384,13357,32.33878729547642,Police personnel
United Kingdom (Northern Ireland),2017,6726,1956,4770,29.081177520071364,Police personnel
United Kingdom (Scotland),2017,17250,5071,12178,29.398805727868282,Police personnel
Albania,2017,10651,1513,9138,14.205238944700028,Police personnel
Bosnia and Herzegovina,2017,15289,1242,14047,8.123487474654981,Police personnel
Croatia,2017,20496,3685,16811,17.97911787665886,Police personnel
Greece,2017,53191,7309,45882,13.741046417627043,Police personnel
Kosovo under UNSCR 1244,2017,8752,1232,7520,14.076782449725776,Police personnel
Malta,2017,2269,459,1810,20.22917584839136,Police personnel
Montenegro,2017,4093,412,3681,10.065966283899341,Police personnel
North Macedonia,2017,9761,1282,8479,13.13390021514189,Police personnel
Portugal,2017,46316,3616,42700,7.807237239830728,Police personnel
Slovenia,2017,7170,1225,5945,17.08507670850767,Police personnel
Spain,2017,167592,18928,148664,11.29409518354098,Police personnel
Austria,2017,29283,5062,24221,17.28648021036096,Police personnel
Belgium,2017,41043,10332,30711,25.173598421168045,Police personnel
France,2017,219278,43833,175445,19.989693448499164,Police personnel
Germany,2017,246638,54007,192631,21.89727454812316,Police personnel
Luxembourg,2017,1992,247,1745,12.399598393574298,Police personnel
Netherlands,2017,60920,19982,40938,32.80039395929087,Police personnel
Bulgaria,2018,28742,3249,25493,11.304015030269293,Police personnel
Czechia,2018,40040,6243,33797,15.591908091908092,Police personnel
Hungary,2018,39423,9176,30247,23.275752733176066,Police personnel
Poland,2018,98709,16263,82446,16.475701303832476,Police personnel
Romania,2018,50024,9747,40277,19.484647369262753,Police personnel
Slovakia,2018,21918,4122,17796,18.80646044347112,Police personnel
Denmark,2018,11050,1806,9244,16.34389140271493,Police personnel
Estonia,2018,3893,1373,2520,35.26843051631133,Police personnel
Finland,2018,7684,1430,6254,18.610098906819363,Police personnel
Iceland,2018,645,112,533,17.364341085271317,Police personnel
Latvia,2018,8049,3041,5008,37.781090818735244,Police personnel
Lithuania,2018,8247,3240,5007,39.2870134594398,Police personnel
Sweden,2018,20040,6530,13510,32.58483033932136,Police personnel
United Kingdom (Northern Ireland),2018,6741,1993,4748,29.565346387776295,Police personnel
Albania,2018,10572,1508,9064,14.264093832765797,Police personnel
Bosnia and Herzegovina,2018,15192,1323,13869,8.708530805687204,Police personnel
Croatia,2018,20199,3705,16494,18.342492202584285,Police personnel
Greece,2018,53156,7353,45803,13.832869290390548,Police personnel
Kosovo under UNSCR 1244,2018,8633,1222,7411,14.154986679022356,Police personnel
Malta,2018,2289,470,1819,20.53298383573613,Police personnel
Montenegro,2018,4105,424,3681,10.328867235079171,Police personnel
Portugal,2018,46363,3733,42630,8.051679140694088,Police personnel
Slovenia,2018,7091,1237,5854,17.444648145536597,Police personnel
Spain,2018,169139,19182,149957,11.34096807950857,Police personnel
Austria,2018,30240,5554,24686,18.366402116402117,Police personnel
Belgium,2018,41370,10669,30701,25.78921924099589,Police personnel
France,2018,220305,45271,175034,20.549238555638773,Police personnel
Germany,2018,244800,55613,189187,22.717728758169933,Police personnel
Australia,2013,61297,19759,41538,32.234856518263534,Police personnel
New Zealand,2013,8783,1595,7188,18.160081976545598,Police personnel
Australia,2014,62967,20255,42712,32.167643368748706,Police personnel
Australia,2015,63161,20301,42680,32.233530747368256,Police personnel
Australia,2016,64325,20906,43419,32.50058297706957,Police personnel
Australia,2017,66888,22207,44681,33.20027508671212,Police personnel
