France	2013	Spectacle_vivant_-_artistes_interprètes---_part_des_femmes	+34.90%	0.30200000000000005
France	2013	Spectacle_vivant_-_cadres---_part_des_femmes	+38.80%	0.2240000000000001
France	2013	Spectacle_vivant_-_non-cadres---_part_des_femmes	+40.30%	0.19400000000000006
