Montréal	2016	Taux_d-**-activité---_part_des_femmes_par_rapport_à_celle_des_hommes	-9.10%	0.09099999999999994
Montréal	2016	Taux_d-**-emploi---_part_des_femmes_par_rapport_à_celle_des_hommes	-7.90%	0.07899999999999999
Montréal	2016	Taux_de_chômage_part_des_femmes_par_rapport_à_celle_des_hommes	-0.70%	0.0070000000000000106
