Francia	2012-2016	Porcentaje_de_películas_nacionales_realizadas_por_mujeres	20%	0.6060000000000001
Alemania	2012-2016	Porcentaje_de_películas_nacionales_realizadas_por_mujeres	16%	0.69
España	2012-2016	Porcentaje_de_películas_nacionales_realizadas_por_mujeres	8%	0.8360000000000001
Gran_Bretaña	2012-2016	Porcentaje_de_películas_nacionales_realizadas_por_mujeres	6%	0.872
Italia	2012-2016	Porcentaje_de_películas_nacionales_realizadas_por_mujeres	6%	0.88
