Francia	2008-2014	Dirigencia_en_la_producción_cinematográfica---_porcentaje_de_mujeres	37%	0.268
Francia	2008-2014	No_dirigencia_en_la_producción_cinematográfica---_porcentaje_de_mujeres	37%	0.258
Francia	2008-2014	Artistas_en_la_producción_cinematográfica---_porcentaje_de_mujeres	45%	0.10199999999999998
Francia	2008-2014	Empleos_en_la_producción_cinematográfica---_porcentaje_de_mujeres	44%	0.12400000000000011
